,id,name,caption,image_path,exists
15697,ROCO_19638,PMC3134053_JISP-15-70-g002.jpg," Pre-operative radiograph
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3134053_JISP-15-70-g002.jpg,True
15698,ROCO_19639,PMC5543703_TOORTHJ-11-567_F4c.jpg," Postoperative radiograph indicating concentric reduction. Note the overlap between the ossific nucleus and the Ischium.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5543703_TOORTHJ-11-567_F4c.jpg,True
15699,ROCO_19643,PMC3936870_1749-8090-9-39-1.jpg," Preopoperative CT angiography showing massive LPA embolism with small emboli in the right upper branch of RPA.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3936870_1749-8090-9-39-1.jpg,True
15700,ROCO_19644,PMC3892085_1749-8090-9-1-2.jpg," Superior vena cava (SVC) angiography. Stenosis at the SVC (arrow) and a mitral ring (arrowhead) were observed.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3892085_1749-8090-9-1-2.jpg,True
15701,ROCO_19645,PMC4550754_CRIGM2015-817249.002.jpg," Contrast CT of the abdomen showing the distance between aorta and SMA (white arrow, marked as 3.6 mm). Also seen are a dilated stomach and duodenum and location of the SMA (black arrow).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4550754_CRIGM2015-817249.002.jpg,True
15702,ROCO_19647,PMC4949202_ebp-14-11-g001.jpg," Magnetic resonance imaging of the renal artery revealed innumerable cysts, causing diffuse enlargement of both kidneys. The cysts ranged from subcentimeter size to the largest diameter of 5.3 cm. The largest cyst is seen at the upper pole of the right kidney, which had thin septation. Also, there were multiple small hepatic cysts ranging from tiny to 1.1 cm in diameter (not shown). Renal arteries and adrenal glands were normal (not shown).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4949202_ebp-14-11-g001.jpg,True
15703,ROCO_19648,PMC4723350_gr5.jpg," Coronal Maximum Intensity Projection (MIP) image from FDG-18 whole body PET/CT scan demonstrates increased radiotracer activity in the distal right femur with multiple additional foci of uptake in the proximal humerus, soft tissues of the thigh, pelvis, and lungs.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4723350_gr5.jpg,True
15704,ROCO_19651,PMC3806723_crg-0007-0376-g02.jpg," Endoscopic retrograde cholangiopancreatography image revealing a linear filling defect in the intra- and extrahepatic duct.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3806723_crg-0007-0376-g02.jpg,True
15705,ROCO_19652,PMC4236953_SJA-8-568-g002.jpg," Image of pseudoaneurysm after endovascular coiling
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4236953_SJA-8-568-g002.jpg,True
15706,ROCO_19654,PMC5551959_gr6.jpg," CT axial image of brain at the level of midbrain (arrow) showing hypodensity consistent with acute brainstem infarction. CT, computed tomography.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5551959_gr6.jpg,True
15707,ROCO_19655,PMC3608314_CRIM.RHEUMATOLOGY2013-201563.003.jpg," X-ray of the shoulder displaying multiple erosions of the acetabulum, humeral head, and acromioclavicular articulation.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3608314_CRIM.RHEUMATOLOGY2013-201563.003.jpg,True
15708,ROCO_19656,PMC4362155_SaudiMedJ-35-1123-g001.jpg," Computed tomography of the neck showing significantly enhancing multiloculated collection in the neck, anterior to the trachea (arrow).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4362155_SaudiMedJ-35-1123-g001.jpg,True
15709,ROCO_19657,PMC5573483_jiufd-049-035-e012.jpg," Radiographic appearance after 5 months showed a limited healing of the periapical radioluceny.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5573483_jiufd-049-035-e012.jpg,True
15710,ROCO_19658,PMC5594628_jkns-60-5-485f2.jpg," Discography.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5594628_jkns-60-5-485f2.jpg,True
15711,ROCO_19660,PMC4779619_PAMJ-22-342-g001.jpg," TDM naso-sinusienne en coupe axiale montrant un processus tumoral tissulaire occupant le sinus maxillaire droit lysant la paroi antérolatérale du sinus et repoussant la cloison nasale à gauche
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4779619_PAMJ-22-342-g001.jpg,True
15712,ROCO_19661,PMC4189908_PAMJ-17-262-g002.jpg," Thoracic CT scan showing cavitary lesion in upper lobe of the right lung
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4189908_PAMJ-17-262-g002.jpg,True
15713,ROCO_19662,PMC4122014_CRIM2014-612036.002.jpg," Abdominal computed tomography (CT) scan revealing streaky densities in the fat (red arrow) adjacent to the right adrenal gland; findings are consistent with hemorrhage.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4122014_CRIM2014-612036.002.jpg,True
15714,ROCO_19663,PMC2896737_ceo-3-76-g002.jpg," Thickness of the frontal beak (FB) in prasagittal CT image. The thickness of the FB was measured on the parasagittal image where the FB showed the most prominent.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2896737_ceo-3-76-g002.jpg,True
15715,ROCO_19664,PMC4511680_gr4.jpg," Anteroposterior (AP) radiograph of the left elbow (case 10), seven months after the operation. White arrows, heterotopic ossification.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4511680_gr4.jpg,True
15716,ROCO_19665,PMC4423174_amjcaserep-16-255-g001.jpg," Chest computed tomography in Case 1 shows stenosis of the intermediate bronchus (arrow).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4423174_amjcaserep-16-255-g001.jpg,True
15717,ROCO_19668,PMC4799047_gr4.jpg," Axial radiograph of the patella in 30° of knee flexion after ACL reconstruction in a patient who suffered a fractured patella six months after surgery and underwent internal fixation with a tension band that has already been removed
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4799047_gr4.jpg,True
15718,ROCO_19669,PMC3698895_IJRI-22-317-g012.jpg," Coronal CT showing type II optic nerve (curved arrows) causing an indentation of the sinus wall, but without contact with the posterior ethmoid air cell
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3698895_IJRI-22-317-g012.jpg,True
15719,ROCO_19670,PMC4821299_EPJ-08-1874-g002.jpg," Chest CT scan of the patient showing patchy infiltration in right lower lobe
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4821299_EPJ-08-1874-g002.jpg,True
15720,ROCO_19671,PMC3925797_gr3.jpg," Simulated targeted biopsy. Using a 5-mm brachytherapy template, visible urethra was aligned to the D 2.0 grid coordinate on midgland transverse view. Planned positions of the targeted cores (1–5) were optimised so that the total cancer core length obtained was maximised.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3925797_gr3.jpg,True
15721,ROCO_19672,PMC3327015_APC-5-44-g003.jpg," Echocardiogram with color Doppler after thrombolytic therapy; the thrombus is dissolved with normal pulmonary artery flow
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3327015_APC-5-44-g003.jpg,True
15722,ROCO_19673,PMC3338675_pone.0036386.g002.jpg," Digital subtraction angiogram (DSA)showing stenosis of the distal portion of the ICA (white arrow).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3338675_pone.0036386.g002.jpg,True
15723,ROCO_19674,PMC3513803_NJMS-3-2-g016.jpg," 1.5 Tesla Open Mouth Saggital Section MRI (Left)
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3513803_NJMS-3-2-g016.jpg,True
15724,ROCO_19675,PMC4973081_12885_2016_2630_Fig1_HTML.jpg," Chest imaging. Chest X-ray shows multiple bilateral nodules with surrounding bilateral reticular fibrotic lesions
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4973081_12885_2016_2630_Fig1_HTML.jpg,True
15725,ROCO_19676,PMC4297003_10-1055-s-0034-1387811-i0129cr-1.jpg,"  Preoperative axial computed tomography scan showing the tumor in the right nasal cavity with contrast enhancement.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4297003_10-1055-s-0034-1387811-i0129cr-1.jpg,True
15726,ROCO_19678,PMC5348831_JRMS-21-132-g001.jpg," Transverse coronary computed tomography angiography showed placement of region of interests in ascending aorta at the level of aortic root
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5348831_JRMS-21-132-g001.jpg,True
15727,ROCO_19680,PMC5339938_CMJ-130-617-g001.jpg," Abdominal computed tomography showed a large tumor about 7.7 cm × 6.4 cm × 8.0 cm (white arrow) at the left adrenal gland.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5339938_CMJ-130-617-g001.jpg,True
15728,ROCO_19683,PMC4717558_13256_2015_786_Fig3_HTML.jpg," Abdominal computed tomography of the abdomen showing regional adenomegalies
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4717558_13256_2015_786_Fig3_HTML.jpg,True
15729,ROCO_19684,PMC5728894_medi-96-e9004-g003.jpg," The color doppler echocardiography imaging of the patient at admission.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5728894_medi-96-e9004-g003.jpg,True
15730,ROCO_19685,PMC2695207_copd-2-301f2.jpg," α1-Antitrypsin deficiency associated panlobular emphysema. There is a generalized decreased attenuation of the lung parenchyma and a striking paucity of pulmonary vasculature. Bronchiectasis are more prominent in the left lower lobe and coexist with patchy consolidation (probable infection). It is worth keeping in mind that panlobular emphysema shows an increased prevalence and extent of long lines in comparison to patients with obliterative bronchiolitis.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2695207_copd-2-301f2.jpg,True
15731,ROCO_19686,PMC5755669_cr-08-344-g004.jpg," RAO cranial view of right coronary system. RCA is a severe ectactic vessel with diffuse thrombus in mid-segment. RCA: right coronary artery.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5755669_cr-08-344-g004.jpg,True
15732,ROCO_19687,PMC4697214_NMJ-56-263-g005.jpg," A transabdominal ultrasound scan of a 22-week-old fetus with unilateral megaureter with severe hydronephrosis showing a severely dilated tortuous ureter (arrow) with grossly dilated pelvicalyceal system (star)
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4697214_NMJ-56-263-g005.jpg,True
15733,ROCO_19688,PMC3485907_CRIM.VASMED2012-865035.001.jpg," Transthoracic echocardiography showed narrowing of the descending aorta; diameter of the aortic arch was 10.60 mm.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3485907_CRIM.VASMED2012-865035.001.jpg,True
15734,ROCO_19689,PMC5369277_TP-7-51-g003.jpg," Computerized tomography scan shows a large hydatid cyst with a noncalcified, high-attenuation wall in the right hepatic lobe
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5369277_TP-7-51-g003.jpg,True
15735,ROCO_19690,PMC4899932_gr2.jpg," Computed tomography images reformatted in the sagittal plane show dislocation of the A) right and B) left atlanto-occipital joints.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4899932_gr2.jpg,True
15736,ROCO_19691,PMC2865501_1752-1947-4-112-3.jpg," Splenomegly, ascites, esophageal varacies and normal appearing hepatic parenchyma.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2865501_1752-1947-4-112-3.jpg,True
15737,ROCO_19692,PMC1940303_umj7601-022-f1.jpg," Typical hypoechoic appearance of a metastatic deposit on a background of enhanced normal liver parenchyma.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC1940303_umj7601-022-f1.jpg,True
15738,ROCO_19693,PMC4504530_medi-94-e1127-g001.jpg," Left sagittal lumbar CT scan showed L3–L5 isthmic lyses. CT = computed tomography.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4504530_medi-94-e1127-g001.jpg,True
15739,ROCO_19695,PMC5398264_PAMJ-26-26-g005.jpg," Scanner thoraco-abdomino-pelvien à 6 mois post-opératoire
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5398264_PAMJ-26-26-g005.jpg,True
15740,ROCO_19696,PMC5506860_gr2.jpg," Mitral valve vegetation on repeat transesophageal echocardiogram −Deep gastric view.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5506860_gr2.jpg,True
15741,ROCO_19697,PMC2924353_1752-1947-4-245-1.jpg," Transthoracic echocardiography at time of diagnosis showing large vegetations on the tricuspid valve caused by Tropheryma whipplei. The tricuspid valve is indicated by an arrow. VD; right ventricle: OD; right atrium.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2924353_1752-1947-4-245-1.jpg,True
15742,ROCO_19698,PMC5224758_jns-6-24.f1.jpg," Figure 1: PICC outlined by the arrows.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5224758_jns-6-24.f1.jpg,True
15743,ROCO_19699,PMC4466383_IJD2015-415029.013.jpg," Radiographic control 4 years after implant insertions.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4466383_IJD2015-415029.013.jpg,True
15744,ROCO_19700,PMC2593410_SRCM2008-940656.002.jpg," Chest radiograph showing multiple lung metastases.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2593410_SRCM2008-940656.002.jpg,True
15745,ROCO_19701,PMC4195264_CRIPE2014-626198.003.jpg," Abdominal CT showing a 13 cm × 8 cm × 12 cm cystic abdominal mass.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4195264_CRIPE2014-626198.003.jpg,True
15746,ROCO_19702,PMC3389919_poljradiol-76-2-52-g001.jpg," A sagittal contrast-enhanced CT demonstrating a soft tissue mass in the left nasal meatus.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3389919_poljradiol-76-2-52-g001.jpg,True
15747,ROCO_19704,PMC2792227_1471-2334-9-194-4.jpg," Contrast enhanced T1w MR Image shows the cranial abscesses in the right fronto-parietal white matter with the surrounding edema (→) and a further small abscess in the left gyrus frontalis superior.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2792227_1471-2334-9-194-4.jpg,True
15748,ROCO_19705,PMC2963121_DTE2010-504062.001.jpg," Preoperative ultrasonographic image. EM: endometrium, GS: gestational sac. GS was distinct from EM at the left side of the uterus.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2963121_DTE2010-504062.001.jpg,True
15749,ROCO_19706,PMC3369048_586_2012_2289_Fig1_HTML.jpg," MRI examination before operation. Inflammatory process in the vertebrae and disc. Disc space narrowing and abscess in spinal canal
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3369048_586_2012_2289_Fig1_HTML.jpg,True
15750,ROCO_19707,PMC4394411_12906_2015_633_Fig1_HTML.jpg,"  Chest radiograph demonstrating bilateral anterior shoulder dislocations.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4394411_12906_2015_633_Fig1_HTML.jpg,True
15751,ROCO_19709,PMC4873314_cureus-0008-000000000577-i03.jpg," Peroneus Tertius and QuartusAxial T2-weighted image superior to the lateral malleolus demonstrates a normal peroneus tertius tendon (white arrow) anterior to the fibula. The peroneus longus tendon (white arrowhead) contains small foci of internal hyperintense signal, whereas the peroneus brevis (blue arrow) and quartus (blue arrowhead) tendons are normal in signal intensity.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4873314_cureus-0008-000000000577-i03.jpg,True
15752,ROCO_19711,PMC5473737_gr4.jpg," AP radiograph of pelvis showing no subsidence of the prosthesis and good callus formation at 12 weeks after the periprosthetic fracture.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5473737_gr4.jpg,True
15753,ROCO_19712,PMC4838745_gr4.jpg," Digital subtraction angiography. Partially occluded PSA, as seen between cycles of thrombin injection, as evidenced by the decreasing lumen size (arrow).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4838745_gr4.jpg,True
15754,ROCO_19713,PMC4616609_medi-94-e1078-g002.jpg," Catheter venography image shows an inferior vena cava filter (black arrow) distal to the large filling defect (tumor thrombus, white arrow) in the inferior vena cava.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4616609_medi-94-e1078-g002.jpg,True
15755,ROCO_19714,PMC3459512_JISP-16-271-g003.jpg," Panoramic radiograph of case 1 showing generalized symmetrical widening of the periodontal ligament space with bilateral resorption of the angle, lower border of the mandible and posterior border of ramus on right side
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3459512_JISP-16-271-g003.jpg,True
15756,ROCO_19715,PMC4350867_CRIOR2015-369469.002.jpg," Radiograph following placement of antibiotic cement spacer with lateral distal femoral locking plate fixation.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4350867_CRIOR2015-369469.002.jpg,True
15757,ROCO_19716,PMC2769434_1757-1626-0002-0000008392-002.jpg," Preoperative T2-weighted MR image demonstrates a high-intensity heterogenous mass in the same place.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2769434_1757-1626-0002-0000008392-002.jpg,True
15758,ROCO_19717,PMC5647614_JoU.2017.0028-g009.jpg," Fixation screw (S) in the humerus bone. Comet tail artifact deep to a metallic object (arrow)
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5647614_JoU.2017.0028-g009.jpg,True
15759,ROCO_19718,PMC3205541_JHRS-4-95-g007.jpg," Uterus with empty endometrial cavity
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3205541_JHRS-4-95-g007.jpg,True
15760,ROCO_19719,PMC5629861_SNI-8-240-g002.jpg," MRI cervicodorsal spine sagittal sections shows enhancing focal epidural collection at cervicodorsal level causing anterior compression of the cord
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5629861_SNI-8-240-g002.jpg,True
15761,ROCO_19720,PMC3015298_jsls-2-3-281-g03.jpg," Upper gastrointestinal series demonstrating a patent duodenojejunostomy with flow of contrast past the stapled anastomosis.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3015298_jsls-2-3-281-g03.jpg,True
15762,ROCO_19721,PMC3519029_LI-29-381-g001.jpg," Initial HRCT showing right mid zone and left upper zone and lower zone consolidation
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3519029_LI-29-381-g001.jpg,True
15763,ROCO_19723,PMC4112033_40064_2014_1060_Fig1_HTML.jpg,"  Placental thickness was measured at the thickest portion of the placenta or beneath the cord insertion, and in a representative portion perpendicular to the chorionic plate.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4112033_40064_2014_1060_Fig1_HTML.jpg,True
15764,ROCO_19724,PMC4302623_ccr30002-0188-f2.jpg," Angiographic situation before and after embolization of the left uterine artery.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4302623_ccr30002-0188-f2.jpg,True
15765,ROCO_19725,PMC3965932_CRINM2014-782028.003.jpg," Left vertebral artery angiography, AP, and lateral views, demonstrating severe multifocal vasoconstriction but without any evidence of arteriovenous shunting or aneurysms.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3965932_CRINM2014-782028.003.jpg,True
15766,ROCO_19726,PMC5588641_JPN-12-156-g005.jpg," Sagittal T2-weighted magnetic resonance image showing mild decrease in bulk of the clival lesion with increase in the extent of the extradural component extending up to C4 level. A lobulated extradural soft-tissue mass is noted at D4–D7 level. Collapse of D4 vertebral body is noted with altered marrow signal intensity and bulging of the posterior cortex of the D5 vertebral body
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5588641_JPN-12-156-g005.jpg,True
15767,ROCO_19727,PMC4296463_JISP-18-767-g011.jpg," Pre-op iopa x-ray showing the defect area
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4296463_JISP-18-767-g011.jpg,True
15768,ROCO_19730,PMC3023096_SJG-16-19-g005.jpg," Stent in the bile duct via the fistula
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3023096_SJG-16-19-g005.jpg,True
15769,ROCO_19732,PMC3636835_CCD-3-481-g002.jpg," Radiographic exam revealed a large radiopaque foreign body suggestive of the coronal fragment of the fracture incisor
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3636835_CCD-3-481-g002.jpg,True
15770,ROCO_19733,PMC5382338_jco-11-6-g004.jpg," Following bilateral VDROs, including bilateral distal hamstring lengthening, bilateral Strayer gastrocnemius recessions. The hips are now well contained and there has been extensive acetabular remodelling. Correction of both hip dysplasia and intoed gait was achieved.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5382338_jco-11-6-g004.jpg,True
15771,ROCO_19734,PMC5040586_JOCR-6-92-g002.jpg," Total Hip arthroplasty left hip replacement.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5040586_JOCR-6-92-g002.jpg,True
15772,ROCO_19735,PMC3724293_JNRP-4-156-g002.jpg," Cervical spine X-ray [lateral view] of a patient who had interspinous wire (Rogers technique[6]) after an anterior corpectomy with no evidence of canal penetration
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3724293_JNRP-4-156-g002.jpg,True
15773,ROCO_19736,PMC5025293_cureus-0008-000000000737-i03.jpg," A Coronal CT of the Abdomen and Pelvis Indicating Metastatic Renal Cell Carcinoma in Pagetic BoneA coronal contrast-enhanced CT through the abdomen and pelvis: concomitant Paget’s disease (red arrows) and metastatic renal cell carcinoma (yellow circle) in the right sacrum.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5025293_cureus-0008-000000000737-i03.jpg,True
15774,ROCO_19737,PMC4274489_cp-2014-3-686-g002.jpg," Computed tomographic scan showing irregular and bulky medial pterygoid (orange arrow) and obliteration of fat plane (green arrow). Changes suggestive of cellulitis and fatty infiltration with necrosis of the medial pterygoid muscle.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4274489_cp-2014-3-686-g002.jpg,True
15775,ROCO_19739,PMC4719290_JOCR-3-7-g007.jpg," Computer tomograph axial images showing involvement of scapula and multiple sequestra.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4719290_JOCR-3-7-g007.jpg,True
15776,ROCO_19740,PMC3303690_IJVM2012-898052.003.jpg," 3D DSA of a giant, left, petrous ICA aneurysm. Stent-assisted coiling was performed on this patient.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3303690_IJVM2012-898052.003.jpg,True
15777,ROCO_19742,PMC3032109_264_2010_1197_Fig2_HTML.jpg," Bone scan showing wear and loosening of both components after 26 years
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3032109_264_2010_1197_Fig2_HTML.jpg,True
15778,ROCO_19744,PMC3950438_SJA-8-131-g002.jpg," Chest X-ray showing central venous catheter in superior vene cava
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3950438_SJA-8-131-g002.jpg,True
15779,ROCO_19746,PMC4789400_CRIOG2016-1029561.003.jpg," Left ovarian artery aneurysm: selective left ovarian arteriogram demonstrates an ovarian artery aneurysm (arrow).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4789400_CRIOG2016-1029561.003.jpg,True
15780,ROCO_19747,PMC4549529_CRID2015-372153.001.jpg," Coronal view.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4549529_CRID2015-372153.001.jpg,True
15781,ROCO_19748,PMC4670981_ijcn-9-065-g015.jpg," A-T2W Axial image shows multiple small subcortical cysts in bilateral cerebellar hemispheres (red arrows) with enlarged axial length of the globe (green line) in this child with combined hypotonia (Fukuyama disease
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4670981_ijcn-9-065-g015.jpg,True
15782,ROCO_19749,PMC3835975_UA-5-223-g001.jpg," CT scan abdomen/pelvis-Retroperitoneal lymph nodes not enlarged
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3835975_UA-5-223-g001.jpg,True
15783,ROCO_19750,PMC3206865_1752-1947-5-511-1.jpg," Computed tomography scan showing an osteolytic process with periosteal reaction of the right proximal clavicle.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3206865_1752-1947-5-511-1.jpg,True
15784,ROCO_19751,PMC4382757_JCIS-5-16-g004.jpg," 42-year-old man with isolated left-hand duplicated thumb. Plain radiographic image shows duplicated phalanges with bifid first metacarpal. Swan neck deformity is observed as hyperextension of metacarpophalangeal joint (white arrow) and flexion deformity of interphalangeal joint (dotted arrow). Ulnar-side thumb is articulated with the metacarpal head and has flexion deformity of interphalangeal and metacarpophalangeal joints (arrowhead).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4382757_JCIS-5-16-g004.jpg,True
15785,ROCO_19752,PMC5027749_IJCCM-20-545-g001.jpg," A linear hyperechoic membrane floating off the posterior globe (marked by white arrow), with the medial end attached to the margin of optic nerve head, suggestive of retinal detachment
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC5027749_IJCCM-20-545-g001.jpg,True
15786,ROCO_19754,PMC2990236_cpath-2009-005f2.jpg," CT Scan Orbits: mass in right orbit.
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2990236_cpath-2009-005f2.jpg,True
15787,ROCO_19755,PMC3673965_opth-7-973f4.jpg," Late frame of fluorescein angiography.Notes: Late frame of fluorescein angiography: there was blockage of fluorescence by the macrocyst (arrows) with few foci of leakage (retinal mass was mostly hypofluorescent during early, middle and late fluorescein transits with few leakage spots in middle and late phases).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3673965_opth-7-973f4.jpg,True
15788,ROCO_19756,PMC4144063_ijcpd-07-040-g003.jpg," Intraoral radiograph showing paramolar (left side)
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC4144063_ijcpd-07-040-g003.jpg,True
15789,ROCO_19757,PMC2905431_1752-1947-4-194-2.jpg," Coronal computed tomography view of the patient showing intra-abdominal hemorrhage (red arrows).
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC2905431_1752-1947-4-194-2.jpg,True
15790,ROCO_19759,PMC3307210_CJ-9-5-g001.jpg," CT image of chest showing right hilar mass and enlarged mediastinal lymph nodes
",/kaggle/input/datasets/virajbagal/roco-dataset/all_data/train/radiology/images/PMC3307210_CJ-9-5-g001.jpg,True
